STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,29.5248,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,27.3233,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,4.28579,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2022,4.5072,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,4.50433,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,15.4983,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2024,15.6237,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLT,Malta,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,0.0,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MWI,Malawi,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,1.15992,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,14.3741,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,14.7144,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2022,14.3828,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,POL,Poland,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,14.4489,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,11.3829,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,11.5668,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ROU,Romania,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,27.7722,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,19.198,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RUS,Russian Federation,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2024,19.6247,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,12.0734,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,11.92,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2024,12.3658,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,25.6618,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,24.6218,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVN,Slovenia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,25.8653,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVN,Slovenia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,21.3681,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,17.3937,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,16.6663,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,17.3906,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2022,12.0392,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,18.2172,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2022,12.3726,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,URY,Uruguay,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2024,17.498,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,19.2311,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2022,21.1066,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,21.0073,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2021,29.0427,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SVK,Slovak Republic,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,24.3634,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSE,West Bank and Gaza,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,BASIC,Skill level: Basic,_Z,Not Applicable,_Z,Not Applicable,2023,18.0458,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2024,79.0,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,55.9424,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,53.2072,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,41.5886,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2022,46.7731,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,52.51,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,9.37468,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2022,32.8573,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,33.2988,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2024,34.2573,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,43.7033,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,61.2087,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,20.8759,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2022,23.067,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,24.2618,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2024,25.6072,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2022,87.0657,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2021,22.4292,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,24.512,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2022,60.3,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,ITU_DH_SKLS_DIG_CONT,Individuals with ICT skills in digital content creation,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PT_POP,Percentage of population,ABOVE_BASIC,Skill level: Above basic,_Z,Not Applicable,_Z,Not Applicable,2023,47.0166,MEAN,Mean,ITU_DH,ICT Indicators Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
